0: 23.2
10: 25.4
20: 28.2
30: 30.4
40: 33.2
50: 35.4
60: 38.2
70: 40.4
80: 43.2
90: 45.4
100: nan
110: nan
120: 3.2
130: 5.4
140: 8.2
150: 10.4
160: 13.2
170: 15.4
180: 18.2
190: 20.4
