0: 23.6
10: 20.8
20: 18.6
30: 15.8
40: 13.6
50: 10.8
60: 8.6
70: 5.8
80: 3.6
90: nan
100: nan
110: 45.8
120: 43.6
130: 40.8
140: 38.6
150: 35.8
160: 33.6
170: 30.8
180: 28.6
190: 25.8
