0, 0: 0.0
0, 1: 0.0
0, 2: 0.0
0, 3: 0.0
0, 4: 0.0
0, 5: 0.0
0, 6: 0.0
0, 7: 0.0
0, 8: 0.0
0, 9: 0.0
0, 10: 0.0
0, 11: 0.0
0, 12: 0.0
0, 13: 0.0
0, 14: 0.0
0, 15: 0.0
0, 16: 0.0
0, 17: 0.0
0, 18: 0.0
0, 19: 0.0
1, 0: 0.0
1, 1: 0.0
1, 2: 0.0
1, 3: 0.0
1, 4: 0.0
1, 5: 0.0
1, 6: 0.0
1, 7: 0.0
1, 8: 0.0
1, 9: 0.0
1, 10: 0.0
1, 11: 0.0
1, 12: 0.0
1, 13: 0.0
1, 14: 0.0
1, 15: 0.0
1, 16: 0.0
1, 17: 0.0
1, 18: 0.0
1, 19: 0.0
2, 0: 0.0
2, 1: 0.0
2, 2: 0.0
2, 3: 0.0
2, 4: 0.0
2, 5: 0.0
2, 6: 0.0
2, 7: 0.0
2, 8: 0.0
2, 9: 0.0
2, 10: 0.0
2, 11: 0.0
2, 12: 0.0
2, 13: 0.0
2, 14: 0.0
2, 15: 0.0
2, 16: 0.0
2, 17: 0.0
2, 18: 0.0
2, 19: 0.0
3, 0: 0.0
3, 1: 0.0
3, 2: 0.0
3, 3: 0.0
3, 4: 0.0
3, 5: 0.0
3, 6: 0.0
3, 7: 0.0
3, 8: 0.0
3, 9: 0.0
3, 10: 0.0
3, 11: 0.0
3, 12: 0.0
3, 13: 0.0
3, 14: 0.0
3, 15: 0.0
3, 16: 0.0
3, 17: 0.0
3, 18: 0.0
3, 19: 0.0
4, 0: 0.0
4, 1: 0.0
4, 2: 0.0
4, 3: 0.0
4, 4: 0.0
4, 5: 0.0
4, 6: 0.0
4, 7: 0.0
4, 8: 0.0
4, 9: 0.0
4, 10: 1.0678531701890991e-05
4, 11: 0.0
4, 12: 0.0
4, 13: 0.0
4, 14: 0.0
4, 15: 0.0
4, 16: 0.0
4, 17: 0.0
4, 18: 4.7608453837597334e-05
4, 19: 0.0
5, 0: 0.0
5, 1: 0.0
5, 2: 0.0
5, 3: 0.0
5, 4: 0.0
5, 5: 0.0
5, 6: 0.0
5, 7: 0.0
5, 8: 4.449388209121246e-07
5, 9: 0.00020244716351501668
5, 10: 0.00015617352614015573
5, 11: 0.00037508342602892103
5, 12: 9.343715239154617e-05
5, 13: 0.0015617352614015574
5, 14: 0.003255617352614016
5, 15: 0.0038892102335928813
5, 16: 0.00031234705228031146
5, 17: 0.004556618464961068
5, 18: 0.008486763070077865
5, 19: 0.003547052280311457
6, 0: 0.0
6, 1: 0.0
6, 2: 0.0
6, 3: 0.0
6, 4: 0.0
6, 5: 2.669632925472748e-06
6, 6: 0.0008547274749721912
6, 7: 0.0023541713014460512
6, 8: 0.028729699666295887
6, 9: 0.051735261401557285
6, 10: 0.06867185761957731
6, 11: 0.0855817575083426
6, 12: 0.11264338153503893
6, 13: 0.1202238042269188
6, 14: 0.12634260289210233
6, 15: 0.14004983314794214
6, 16: 0.14929744160177974
6, 17: 0.1543857619577308
6, 18: 0.1614171301446051
6, 19: 0.1688115684093437
7, 0: 0.0
7, 1: 0.0
7, 2: 0.0
7, 3: 0.00012324805339265852
7, 4: 0.005883426028921023
7, 5: 0.04345806451612903
7, 6: 0.0816222469410456
7, 7: 0.11112969966629589
7, 8: 0.13495617352614014
7, 9: 0.15310656284760846
7, 10: 0.16600978865406008
7, 11: 0.18277241379310344
7, 12: 0.18656062291434927
7, 13: 0.1986723025583982
7, 14: 0.2108769744160178
7, 15: 0.21988743047830922
7, 16: 0.22833147942157953
7, 17: 0.23124938820912125
7, 18: 0.23771034482758618
7, 19: 0.24180867630700778
8, 0: 0.0
8, 1: 0.0
8, 2: 0.0
8, 3: 0.024042269187986652
8, 4: 0.06616106785317019
8, 5: 0.1076622914349277
8, 6: 0.13091879866518355
8, 7: 0.16143003337041156
8, 8: 0.1815919911012236
8, 9: 0.2011078976640712
8, 10: 0.21289343715239156
8, 11: 0.226612680756396
8, 12: 0.2390157953281424
8, 13: 0.24851479421579534
8, 14: 0.26028431590656287
8, 15: 0.26849121245828694
8, 16: 0.27590656284760845
8, 17: 0.280602447163515
8, 18: 0.2870104560622915
8, 19: 0.29416685205784204
9, 0: 0.0
9, 1: 0.0
9, 2: 0.007935928809788653
9, 3: 0.0653984427141268
9, 4: 0.09963203559510568
9, 5: 0.1402598442714127
9, 6: 0.1706540600667408
9, 7: 0.19491301446051168
9, 8: 0.21551368186874306
9, 9: 0.2338313681868743
9, 10: 0.24873948832035594
9, 11: 0.2639955506117909
9, 12: 0.27307096774193546
9, 13: 0.2827893214682981
9, 14: 0.294161957730812
9, 15: 0.3027501668520578
9, 16: 0.31156929922135707
9, 17: 0.3177748609566185
9, 18: 0.3244467185761958
9, 19: 0.32897753058954393
10, 0: 0.0
10, 1: 0.0
10, 2: 0.04044226918798665
10, 3: 0.08579532814238043
10, 4: 0.12797508342602892
10, 5: 0.16168676307007787
10, 6: 0.1929432703003337
10, 7: 0.21818553948832037
10, 8: 0.2392952169076752
10, 9: 0.2597512791991101
10, 10: 0.2750505005561735
10, 11: 0.28926807563959955
10, 12: 0.299549276974416
10, 13: 0.30987675194660735
10, 14: 0.322065850945495
10, 15: 0.3304008898776418
10, 16: 0.3383604004449388
10, 17: 0.3460080088987764
10, 18: 0.35078798665183536
10, 19: 0.35769121245828694
11, 0: 0.0
11, 1: 0.0
11, 2: 0.05493392658509455
11, 3: 0.10233859844271412
11, 4: 0.14260956618464962
11, 5: 0.18132680756395997
11, 6: 0.21045873192436038
11, 7: 0.2379234705228031
11, 8: 0.25866963292547274
11, 9: 0.2779483870967742
11, 10: 0.29490144605116797
11, 11: 0.3097748609566185
11, 12: 0.32271679644048945
11, 13: 0.3335439377085651
11, 14: 0.34252191323692993
11, 15: 0.3525134593993326
11, 16: 0.36117908787541714
11, 17: 0.36699621802002225
11, 18: 0.37554883203559514
11, 19: 0.38140823136818686
12, 0: 0.0
12, 1: 0.0
12, 2: 0.06435417130144605
12, 3: 0.11233904338153504
12, 4: 0.1559555061179088
12, 5: 0.19349454949944384
12, 6: 0.22653748609566182
12, 7: 0.2541236929922136
12, 8: 0.27494638487208006
12, 9: 0.2951412680756396
12, 10: 0.31204983314794216
12, 11: 0.32732903225806453
12, 12: 0.3402763070077864
12, 13: 0.351123915461624
12, 14: 0.3623559510567297
12, 15: 0.37060200222469414
12, 16: 0.38135216907675196
12, 17: 0.38828832035595107
12, 18: 0.39364671857619576
12, 19: 0.4006540600667408
13, 0: 0.0
13, 1: 0.0
13, 2: 0.07276084538375974
13, 3: 0.120440489432703
13, 4: 0.16673948832035593
13, 5: 0.20585361512791991
13, 6: 0.23786295884315906
13, 7: 0.2650967741935484
13, 8: 0.2894736373748609
13, 9: 0.3089503893214683
13, 10: 0.32578153503893215
13, 11: 0.34135706340378197
13, 12: 0.3552498331479422
13, 13: 0.365706340378198
13, 14: 0.3786424916573971
13, 15: 0.38730500556173525
13, 16: 0.39554037819799776
13, 17: 0.40318665183537267
13, 18: 0.4109494994438265
13, 19: 0.4165410456062292
14, 0: 0.0
14, 1: 0.0
14, 2: 0.07746696329254728
14, 3: 0.1289913236929922
14, 4: 0.17622113459399333
14, 5: 0.21313948832035595
14, 6: 0.24872480533926586
14, 7: 0.2750691879866518
14, 8: 0.2991639599555061
14, 9: 0.32067675194660733
14, 10: 0.3384293659621802
14, 11: 0.354121468298109
14, 12: 0.36698197997775306
14, 13: 0.3804729699666296
14, 14: 0.3908956618464961
14, 15: 0.4002300333704115
14, 16: 0.40995684093437146
14, 17: 0.4179528364849833
